slug,matching_criteria,new_criteria
get-ready-for-2021-cd2001099a,"{""document_type"":"""",""tags"":{""brexit_checklist_criteria"":{""any"":[""marine-transport"",""consumer-goods"",""import-from-eu"",""export-to-eu"",""haulage-goods-across-eu-borders"",""provide-services-do-business-in-eu"",""move-goods-ni"",""export-to-row"",""eu-domain-no"",""ip"",""ip-copyright"",""ip-designs"",""ip-patents"",""sell-public-sector"",""sell-defence-contracts"",""eu-uk-funding"",""personal-eu-org"",""do-not-employ-eu-citizens"",""owns-operates-business-organisation-uk"",""owns-operates-business-organisation"",""move-to-eu-no"",""travel-eu-business"",""working-uk"",""studying-uk"",""living-uk"",""nationality-uk""]}},""links"":{},""email_document_supertype"":"""",""government_document_supertype"":""""}","{""document_type"":"""",""tags"":{""brexit_checklist_criteria"":{""any"":[""marine-transport"",""consumer-goods"",""import-from-eu"",""export-to-eu"",""haulage-goods-across-eu-borders"",""provide-services-do-business-in-eu"",""move-goods-ni"",""export-to-row"",""eu-domain-no"",""ip"",""ip-copyright"",""ip-designs"",""ip-patents"",""sell-public-sector"",""sell-defence-contracts"",""eu-uk-funding"",""personal-eu-org-process"",""personal-eu-org-use"",""personal-eu-org-provide"",""do-not-employ-eu-citizens"",""owns-operates-business-organisation-uk"",""owns-operates-business-organisation"",""move-to-eu-no"",""travel-eu-business"",""working-uk"",""studying-uk"",""living-uk"",""nationality-uk""]}},""links"":{},""email_document_supertype"":"""",""government_document_supertype"":""""}"
get-ready-for-2021-a820564c61,"{""document_type"":"""",""tags"":{""brexit_checklist_criteria"":{""any"":[""install-service-repair"",""import-from-eu"",""export-to-eu"",""haulage-goods-across-eu-borders"",""move-goods-ni"",""export-to-row"",""eu-domain-no"",""ip"",""ip-patents"",""do-not-sell-to-public-sector"",""do-not-eu-uk-funding"",""personal-eu-org"",""do-not-employ-eu-citizens"",""owns-operates-business-organisation-uk"",""owns-operates-business-organisation"",""move-to-eu-no"",""travel-eu-business-no"",""working-uk"",""living-uk"",""nationality-uk""]}},""links"":{},""email_document_supertype"":"""",""government_document_supertype"":""""}","{""document_type"":"""",""tags"":{""brexit_checklist_criteria"":{""any"":[""install-service-repair"",""import-from-eu"",""export-to-eu"",""haulage-goods-across-eu-borders"",""move-goods-ni"",""export-to-row"",""eu-domain-no"",""ip"",""ip-patents"",""do-not-sell-to-public-sector"",""do-not-eu-uk-funding"",""personal-eu-org-process"",""personal-eu-org-use"",""personal-eu-org-provide"",""do-not-employ-eu-citizens"",""owns-operates-business-organisation-uk"",""owns-operates-business-organisation"",""move-to-eu-no"",""travel-eu-business-no"",""working-uk"",""living-uk"",""nationality-uk""]}},""links"":{},""email_document_supertype"":"""",""government_document_supertype"":""""}"
get-ready-for-2021-f621588f5b,"{""document_type"":"""",""tags"":{""brexit_checklist_criteria"":{""any"":[""consumer-goods"",""import-from-eu"",""export-to-eu"",""export-to-row"",""eu-domain-no"",""do-not-ip"",""sell-public-sector"",""do-not-eu-uk-funding"",""personal-eu-org"",""do-not-employ-eu-citizens"",""owns-operates-business-organisation-uk"",""owns-operates-business-organisation"",""move-to-eu-no"",""travel-eu-business-no"",""working-uk"",""living-uk"",""nationality-uk""]}},""links"":{},""email_document_supertype"":"""",""government_document_supertype"":""""}","{""document_type"":"""",""tags"":{""brexit_checklist_criteria"":{""any"":[""consumer-goods"",""import-from-eu"",""export-to-eu"",""export-to-row"",""eu-domain-no"",""do-not-ip"",""sell-public-sector"",""do-not-eu-uk-funding"",""personal-eu-org-process"",""personal-eu-org-use"",""personal-eu-org-provide"",""do-not-employ-eu-citizens"",""owns-operates-business-organisation-uk"",""owns-operates-business-organisation"",""move-to-eu-no"",""travel-eu-business-no"",""working-uk"",""living-uk"",""nationality-uk""]}},""links"":{},""email_document_supertype"":"""",""government_document_supertype"":""""}"
get-ready-for-2021-1e1d7b9b5c,"{""document_type"":"""",""tags"":{""brexit_checklist_criteria"":{""any"":[""food-drink-tobacco"",""import-from-eu"",""export-to-eu"",""haulage-goods-across-eu-borders"",""provide-services-do-business-in-eu"",""export-to-row"",""eu-domain-no"",""ip"",""ip-trade-marks"",""sell-public-sector"",""sell-public-sector-contracts"",""eu-uk-funding"",""personal-eu-org"",""employ-eu-citizens"",""owns-operates-business-organisation-uk"",""owns-operates-business-organisation"",""move-to-eu"",""visiting-driving"",""visiting-eu"",""travel-eu-business"",""working-uk"",""living-uk"",""nationality-uk""]}},""links"":{},""email_document_supertype"":"""",""government_document_supertype"":""""}","{""document_type"":"""",""tags"":{""brexit_checklist_criteria"":{""any"":[""food-drink-tobacco"",""import-from-eu"",""export-to-eu"",""haulage-goods-across-eu-borders"",""provide-services-do-business-in-eu"",""export-to-row"",""eu-domain-no"",""ip"",""ip-trade-marks"",""sell-public-sector"",""sell-public-sector-contracts"",""eu-uk-funding"",""personal-eu-org-process"",""personal-eu-org-use"",""personal-eu-org-provide"",""employ-eu-citizens"",""owns-operates-business-organisation-uk"",""owns-operates-business-organisation"",""move-to-eu"",""visiting-driving"",""visiting-eu"",""travel-eu-business"",""working-uk"",""living-uk"",""nationality-uk""]}},""links"":{},""email_document_supertype"":"""",""government_document_supertype"":""""}"
get-ready-for-2021-c88f790269,"{""document_type"":"""",""tags"":{""brexit_checklist_criteria"":{""any"":[""electronic-machinery"",""export-to-eu"",""move-goods-ni"",""export-to-row"",""eu-domain-no"",""do-not-ip"",""do-not-sell-to-public-sector"",""do-not-eu-uk-funding"",""personal-eu-org"",""do-not-employ-eu-citizens"",""owns-operates-business-organisation-uk"",""owns-operates-business-organisation"",""move-to-eu-no"",""travel-eu-business-no"",""working-uk"",""living-uk"",""nationality-uk""]}},""links"":{},""email_document_supertype"":"""",""government_document_supertype"":""""}","{""document_type"":"""",""tags"":{""brexit_checklist_criteria"":{""any"":[""electronic-machinery"",""export-to-eu"",""move-goods-ni"",""export-to-row"",""eu-domain-no"",""do-not-ip"",""do-not-sell-to-public-sector"",""do-not-eu-uk-funding"",""personal-eu-org-process"",""personal-eu-org-use"",""personal-eu-org-provide"",""do-not-employ-eu-citizens"",""owns-operates-business-organisation-uk"",""owns-operates-business-organisation"",""move-to-eu-no"",""travel-eu-business-no"",""working-uk"",""living-uk"",""nationality-uk""]}},""links"":{},""email_document_supertype"":"""",""government_document_supertype"":""""}"
get-ready-for-2021-6878485a5d,"{""document_type"":"""",""tags"":{""brexit_checklist_criteria"":{""any"":[""consumer-goods"",""import-from-eu"",""export-to-eu"",""haulage-goods-across-eu-borders"",""move-goods-ni"",""eu-domain-no"",""do-not-ip"",""do-not-sell-to-public-sector"",""do-not-eu-uk-funding"",""personal-eu-org"",""employ-eu-citizens"",""owns-operates-business-organisation-uk"",""owns-operates-business-organisation"",""move-to-eu-no"",""travel-eu-business-no"",""working-uk"",""living-uk"",""nationality-uk""]}},""links"":{},""email_document_supertype"":"""",""government_document_supertype"":""""}","{""document_type"":"""",""tags"":{""brexit_checklist_criteria"":{""any"":[""consumer-goods"",""import-from-eu"",""export-to-eu"",""haulage-goods-across-eu-borders"",""move-goods-ni"",""eu-domain-no"",""do-not-ip"",""do-not-sell-to-public-sector"",""do-not-eu-uk-funding"",""personal-eu-org-process"",""personal-eu-org-use"",""personal-eu-org-provide"",""employ-eu-citizens"",""owns-operates-business-organisation-uk"",""owns-operates-business-organisation"",""move-to-eu-no"",""travel-eu-business-no"",""working-uk"",""living-uk"",""nationality-uk""]}},""links"":{},""email_document_supertype"":"""",""government_document_supertype"":""""}"
get-ready-for-2021-c18cd1fb94,"{""document_type"":"""",""tags"":{""brexit_checklist_criteria"":{""any"":[""culture"",""import-from-eu"",""export-to-eu"",""haulage-goods-across-eu-borders"",""provide-services-do-business-in-eu"",""export-to-row"",""eu-domain-no"",""ip"",""sell-public-sector"",""do-not-eu-uk-funding"",""personal-eu-org"",""do-not-employ-eu-citizens"",""owns-operates-business-organisation-uk"",""owns-operates-business-organisation"",""join-family-uk-no"",""visiting-row"",""working-uk"",""retired"",""living-eu"",""nationality-row""]}},""links"":{},""email_document_supertype"":"""",""government_document_supertype"":""""}","{""document_type"":"""",""tags"":{""brexit_checklist_criteria"":{""any"":[""culture"",""import-from-eu"",""export-to-eu"",""haulage-goods-across-eu-borders"",""provide-services-do-business-in-eu"",""export-to-row"",""eu-domain-no"",""ip"",""sell-public-sector"",""do-not-eu-uk-funding"",""personal-eu-org-process"",""personal-eu-org-use"",""personal-eu-org-provide"",""do-not-employ-eu-citizens"",""owns-operates-business-organisation-uk"",""owns-operates-business-organisation"",""join-family-uk-no"",""visiting-row"",""working-uk"",""retired"",""living-eu"",""nationality-row""]}},""links"":{},""email_document_supertype"":"""",""government_document_supertype"":""""}"
get-ready-for-2021-73c3544b7c,"{""document_type"":"""",""tags"":{""brexit_checklist_criteria"":{""any"":[""install-service-repair"",""nuclear"",""warehouse-pipeline"",""import-from-eu"",""export-to-eu"",""haulage-goods-across-eu-borders"",""provide-services-do-business-in-eu"",""move-goods-ni"",""export-to-row"",""eu-domain-no"",""do-not-ip"",""sell-public-sector"",""sell-public-sector-contracts"",""sell-defence-contracts"",""do-not-eu-uk-funding"",""personal-eu-org"",""do-not-employ-eu-citizens"",""owns-operates-business-organisation-uk"",""owns-operates-business-organisation"",""move-to-eu-no"",""visiting-driving"",""visiting-row"",""travel-eu-business"",""working-uk"",""working-ie"",""working-eu"",""living-uk"",""nationality-uk""]}},""links"":{},""email_document_supertype"":"""",""government_document_supertype"":""""}","{""document_type"":"""",""tags"":{""brexit_checklist_criteria"":{""any"":[""install-service-repair"",""nuclear"",""warehouse-pipeline"",""import-from-eu"",""export-to-eu"",""haulage-goods-across-eu-borders"",""provide-services-do-business-in-eu"",""move-goods-ni"",""export-to-row"",""eu-domain-no"",""do-not-ip"",""sell-public-sector"",""sell-public-sector-contracts"",""sell-defence-contracts"",""do-not-eu-uk-funding"",""personal-eu-org-process"",""personal-eu-org-use"",""personal-eu-org-provide"",""do-not-employ-eu-citizens"",""owns-operates-business-organisation-uk"",""owns-operates-business-organisation"",""move-to-eu-no"",""visiting-driving"",""visiting-row"",""travel-eu-business"",""working-uk"",""working-ie"",""working-eu"",""living-uk"",""nationality-uk""]}},""links"":{},""email_document_supertype"":"""",""government_document_supertype"":""""}"
get-ready-for-2021-d9bd10e416,"{""document_type"":"""",""tags"":{""brexit_checklist_criteria"":{""any"":[""warehouse-pipeline"",""import-from-eu"",""export-to-eu"",""export-to-row"",""eu-domain-no"",""do-not-ip"",""do-not-sell-to-public-sector"",""do-not-eu-uk-funding"",""personal-eu-org"",""do-not-employ-eu-citizens"",""owns-operates-business-organisation-uk"",""owns-operates-business-organisation"",""move-to-eu-no"",""visiting-eu"",""visiting-row"",""travel-eu-business-no"",""working-uk"",""living-uk"",""nationality-uk""]}},""links"":{},""email_document_supertype"":"""",""government_document_supertype"":""""}","{""document_type"":"""",""tags"":{""brexit_checklist_criteria"":{""any"":[""warehouse-pipeline"",""import-from-eu"",""export-to-eu"",""export-to-row"",""eu-domain-no"",""do-not-ip"",""do-not-sell-to-public-sector"",""do-not-eu-uk-funding"",""personal-eu-org-process"",""personal-eu-org-use"",""personal-eu-org-provide"",""do-not-employ-eu-citizens"",""owns-operates-business-organisation-uk"",""owns-operates-business-organisation"",""move-to-eu-no"",""visiting-eu"",""visiting-row"",""travel-eu-business-no"",""working-uk"",""living-uk"",""nationality-uk""]}},""links"":{},""email_document_supertype"":"""",""government_document_supertype"":""""}"
get-ready-for-2021-972c240b78,"{""document_type"":"""",""tags"":{""brexit_checklist_criteria"":{""any"":[""aero-space"",""automotive"",""electronic-machinery"",""install-service-repair"",""import-from-eu"",""export-to-eu"",""haulage-goods-across-eu-borders"",""provide-services-do-business-in-eu"",""move-goods-ni"",""eu-domain-no"",""do-not-ip"",""do-not-sell-to-public-sector"",""do-not-eu-uk-funding"",""personal-eu-org"",""employ-eu-citizens"",""owns-operates-business-organisation-uk"",""owns-operates-business-organisation"",""move-to-eu"",""visiting-driving"",""visiting-ie"",""visiting-eu"",""visiting-row"",""travel-eu-business"",""working-uk"",""living-uk"",""nationality-uk""]}},""links"":{},""email_document_supertype"":"""",""government_document_supertype"":""""}","{""document_type"":"""",""tags"":{""brexit_checklist_criteria"":{""any"":[""aero-space"",""automotive"",""electronic-machinery"",""install-service-repair"",""import-from-eu"",""export-to-eu"",""haulage-goods-across-eu-borders"",""provide-services-do-business-in-eu"",""move-goods-ni"",""eu-domain-no"",""do-not-ip"",""do-not-sell-to-public-sector"",""do-not-eu-uk-funding"",""personal-eu-org-process"",""personal-eu-org-use"",""personal-eu-org-provide"",""employ-eu-citizens"",""owns-operates-business-organisation-uk"",""owns-operates-business-organisation"",""move-to-eu"",""visiting-driving"",""visiting-ie"",""visiting-eu"",""visiting-row"",""travel-eu-business"",""working-uk"",""living-uk"",""nationality-uk""]}},""links"":{},""email_document_supertype"":"""",""government_document_supertype"":""""}"
get-ready-for-2021-c207a89967,"{""document_type"":"""",""tags"":{""brexit_checklist_criteria"":{""any"":[""construction"",""import-from-eu"",""export-to-eu"",""provide-services-do-business-in-eu"",""export-to-row"",""eu-domain-no"",""ip"",""ip-trade-marks"",""do-not-sell-to-public-sector"",""do-not-eu-uk-funding"",""personal-eu-org"",""do-not-employ-eu-citizens"",""owns-operates-business-organisation-uk"",""owns-operates-business-organisation"",""move-to-eu-no"",""visiting-driving"",""visiting-ie"",""visiting-eu"",""visiting-row"",""travel-eu-business"",""working-uk"",""living-uk"",""nationality-uk""]}},""links"":{},""email_document_supertype"":"""",""government_document_supertype"":""""}","{""document_type"":"""",""tags"":{""brexit_checklist_criteria"":{""any"":[""construction"",""import-from-eu"",""export-to-eu"",""provide-services-do-business-in-eu"",""export-to-row"",""eu-domain-no"",""ip"",""ip-trade-marks"",""do-not-sell-to-public-sector"",""do-not-eu-uk-funding"",""personal-eu-org-process"",""personal-eu-org-use"",""personal-eu-org-provide"",""do-not-employ-eu-citizens"",""owns-operates-business-organisation-uk"",""owns-operates-business-organisation"",""move-to-eu-no"",""visiting-driving"",""visiting-ie"",""visiting-eu"",""visiting-row"",""travel-eu-business"",""working-uk"",""living-uk"",""nationality-uk""]}},""links"":{},""email_document_supertype"":"""",""government_document_supertype"":""""}"
get-ready-for-2021-52bb8cc64b,"{""document_type"":"""",""tags"":{""brexit_checklist_criteria"":{""any"":[""construction"",""move-goods-ni"",""eu-domain"",""ip"",""sell-public-sector"",""eu-uk-funding"",""personal-eu-org"",""employ-eu-citizens"",""owns-operates-business-organisation-uk"",""owns-operates-business-organisation"",""family-eu"",""visiting-driving"",""visiting-row"",""travel-eu-business"",""working-uk"",""living-uk"",""nationality-row""]}},""links"":{},""email_document_supertype"":"""",""government_document_supertype"":""""}","{""document_type"":"""",""tags"":{""brexit_checklist_criteria"":{""any"":[""construction"",""move-goods-ni"",""eu-domain"",""ip"",""sell-public-sector"",""eu-uk-funding"",""personal-eu-org-process"",""personal-eu-org-use"",""personal-eu-org-provide"",""employ-eu-citizens"",""owns-operates-business-organisation-uk"",""owns-operates-business-organisation"",""family-eu"",""visiting-driving"",""visiting-row"",""travel-eu-business"",""working-uk"",""living-uk"",""nationality-row""]}},""links"":{},""email_document_supertype"":"""",""government_document_supertype"":""""}"
